"filename", "language", "JSON", "Makefile", "Markdown", "Python", "JSON with Comments", "TypeScript", "TypeScript JSX", "PostCSS", "HTML", "YAML", "toml", "Docker", "Ini", "JavaScript", "comment", "blank", "total"
"/home/cl/agent-edu/alembic/versions/0003_session_memory_embeddings.py", "Python", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 43
"/home/cl/agent-edu/alembic/versions/0004_structured_messages_and_session_quizzes.py", "Python", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 53
"/home/cl/agent-edu/alembic/versions/0005_learner_profiles_and_memory_layers.py", "Python", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 167
"/home/cl/agent-edu/alembic/versions/0006_autonomous_task_system.py", "Python", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 153
"/home/cl/agent-edu/alembic/versions/0007_autonomy_runtime.py", "Python", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 134
"/home/cl/agent-edu/alembic/versions/0008_long_term_memory_v1.py", "Python", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 156
"/home/cl/agent-edu/alembic/versions/0009_long_term_memory_governance.py", "Python", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 21, 205
"/home/cl/agent-edu/alembic/versions/0010_reflection_proposal_sandbox_approval.py", "Python", 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 202
"/home/cl/agent-edu/alembic/versions/0011_reflection_proposal_rollouts.py", "Python", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 103
"/home/cl/agent-edu/alembic/versions/0012_learner_profile_access_key.py", "Python", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 36
"/home/cl/agent-edu/alembic/versions/0013_long_term_memory_materialization_boundaries.py", "Python", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 127
"/home/cl/agent-edu/alembic/versions/0014_long_term_memory_consistency_constraints.py", "Python", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 12, 158
"/home/cl/agent-edu/alembic/versions/0015_memory_maintenance_jobs.py", "Python", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 53
"/home/cl/agent-edu/alembic/versions/0016_memory_conflict_explainability.py", "Python", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 49
"/home/cl/agent-edu/alembic/versions/0017_skill_artifacts_usage_events.py", "Python", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 177
"/home/cl/agent-edu/alembic/versions/0018_skill_governance_enhancements.py", "Python", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 148
"/home/cl/agent-edu/alembic/versions/0019_skill_suppression_metadata.py", "Python", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 45
"/home/cl/agent-edu/alembic/versions/0020_skill_curator_recommendations.py", "Python", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 76
"/home/cl/agent-edu/alembic/versions/0021_memory_promotion_eligibility.py", "Python", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 57
"/home/cl/agent-edu/alembic/versions/0022_missing_reflection_skill_tables.py", "Python", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 140
"/home/cl/agent-edu/alembic/versions/0023_add_preferred_language.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 27
"/home/cl/agent-edu/alembic/versions/0024_add_plan_templates.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 27
"/home/cl/agent-edu/apps/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/apps/api/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 7, 35
"/home/cl/agent-edu/apps/api/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/apps/api/main.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/cl/agent-edu/apps/worker/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/apps/worker/main.py", "Python", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 63
"/home/cl/agent-edu/compose.override.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/home/cl/agent-edu/compose.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 0, 0, 8, 221
"/home/cl/agent-edu/docs/AGENT_EDU_MVP_GAPS.md", "Markdown", 0, 0, 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 520
"/home/cl/agent-edu/docs/DOCKER_VALIDATION.md", "Markdown", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 182
"/home/cl/agent-edu/docs/DOCSTRING_STYLE_GUIDE.md", "Markdown", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 79
"/home/cl/agent-edu/docs/IMPLEMENTATION_PLAN.md", "Markdown", 0, 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 661
"/home/cl/agent-edu/docs/LOCAL_DEV_RUNBOOK.md", "Markdown", 0, 0, 482, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 670
"/home/cl/agent-edu/docs/MEMORY_SYSTEM_DEFECTS.md", "Markdown", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 144
"/home/cl/agent-edu/docs/NEXT_FEATURES.md", "Markdown", 0, 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 374
"/home/cl/agent-edu/docs/PROGRESS_STATUS.md", "Markdown", 0, 0, 706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 900
"/home/cl/agent-edu/docs/SYSTEM_DESIGN.md", "Markdown", 0, 0, 770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 1035
"/home/cl/agent-edu/eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 2, 65
"/home/cl/agent-edu/ops/grafana/dashboards/agent-edu-overview.json", "JSON", 590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 591
"/home/cl/agent-edu/ops/grafana/provisioning/dashboards/dashboard.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/cl/agent-edu/ops/grafana/provisioning/datasources/datasource.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"/home/cl/agent-edu/ops/prometheus/alerts.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 10, 117
"/home/cl/agent-edu/ops/prometheus/prometheus.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"/home/cl/agent-edu/package-lock.json", "JSON", 1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1378
"/home/cl/agent-edu/package.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/cl/agent-edu/packages/agent_core/src/agent_core/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/access_control.py", "Python", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 114
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/app.py", "Python", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 91
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/dependencies.py", "Python", 0, 0, 0, 939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 1086
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/error_handlers.py", "Python", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/rate_limit.py", "Python", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 82
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/audit.py", "Python", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/autonomy.py", "Python", 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 135
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/goals.py", "Python", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 150
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/health.py", "Python", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/memory.py", "Python", 0, 0, 0, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 427
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/planning.py", "Python", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 81
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/profiles.py", "Python", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/quiz.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/reflection.py", "Python", 0, 0, 0, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 549
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/sessions.py", "Python", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 125
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/skills.py", "Python", 0, 0, 0, 506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 556
"/home/cl/agent-edu/packages/agent_core/src/agent_core/api/routes/workspace.py", "Python", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/__init__.py", "Python", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 44
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/autonomy_jobs.py", "Python", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 25
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/chat.py", "Python", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 21
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/goal_skill_binding.py", "Python", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 25
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/memory.py", "Python", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 50
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/planner.py", "Python", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 39
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/quiz.py", "Python", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 20
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/reflection.py", "Python", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 67
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/rollouts.py", "Python", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 33
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/runtime_registry.py", "Python", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 43
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/session.py", "Python", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 21
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/tool_plan_runtime.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 23
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/interfaces/workflow.py", "Python", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 41
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/audit.py", "Python", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 108
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/autonomy_jobs/__init__.py", "Python", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 12
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/autonomy_jobs/dispatcher.py", "Python", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 36
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/autonomy_jobs/handlers.py", "Python", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40, 101
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/autonomy_jobs/processors.py", "Python", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 42, 127
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/autonomy_jobs/service.py", "Python", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 58
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/chat.py", "Python", 0, 0, 0, 1215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51, 1275
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/dynamic_runtime_registry.py", "Python", 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43, 457
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/goal.py", "Python", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 199
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/goal_skill_binding_resolver.py", "Python", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 135
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/__init__.py", "Python", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 96
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/candidate_builders.py", "Python", 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43, 479
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/catalog.py", "Python", 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 196
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/conflicts.py", "Python", 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 342
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/constants.py", "Python", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 66
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/evidence.py", "Python", 0, 0, 0, 582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 608
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/governance.py", "Python", 0, 0, 0, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 607
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/governance_batches.py", "Python", 0, 0, 0, 946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51, 999
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/interpretation.py", "Python", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 153
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/observability.py", "Python", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 53
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/quality.py", "Python", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 180
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/reflection_corpus.py", "Python", 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 299
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/result_types.py", "Python", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 198
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/retrieval.py", "Python", 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36, 377
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/session_events.py", "Python", 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 251
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/learner_memory/upsert.py", "Python", 0, 0, 0, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 610
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/llm_guard.py", "Python", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/long_term_memory_materialization.py", "Python", 0, 0, 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 483
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/long_term_memory_materialization_replay.py", "Python", 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 297
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/memory.py", "Python", 0, 0, 0, 799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 98, 936
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/memory_conflict_policy.py", "Python", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 91
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/memory_extraction.py", "Python", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 136
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/memory_maintenance.py", "Python", 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 336
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/memory_normalization.py", "Python", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 135
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/message_history.py", "Python", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/plan_template_selector.py", "Python", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 152
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/plan_template_validation.py", "Python", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 194
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/plan_templates.py", "Python", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 130
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/planner.py", "Python", 0, 0, 0, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 622
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/profile.py", "Python", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 113
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/profile_access.py", "Python", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/quiz.py", "Python", 0, 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 415
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection.py", "Python", 0, 0, 0, 1369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 67, 1448
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_evidence.py", "Python", 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 249
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_governance.py", "Python", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 178
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_outcome_policy.py", "Python", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 44, 224
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_outcomes.py", "Python", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 78
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposal_rollout_auto_governance.py", "Python", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 216
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposal_rollout_observation_scheduler.py", "Python", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 101
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposal_rollout_resolver.py", "Python", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 56
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposal_rollouts.py", "Python", 0, 0, 0, 796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 825
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposal_sandbox.py", "Python", 0, 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 372
"/home/cl/agent-edu/packages/agent_core/src/agent_core/application/services/reflection_proposals.py", "Python", 0, 0, 0, 1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 1291
